text,service,label
Migrasi infrastruktur data center berskala besar ke hybrid cloud AWS/Azure dengan zero downtime.,Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk migrasi infrastruktur data center berskala besar ke hybrid cloud AWS/Azure dengan zero downtime.,Cloud Infrastructure & Migration,Corporate
Apakah bisa migrasi infrastruktur data center berskala besar ke hybrid cloud AWS/Azure dengan zero downtime.,Cloud Infrastructure & Migration,Corporate
Kami ingin migrasi infrastruktur data center berskala besar ke hybrid cloud AWS/Azure dengan zero downtime.,Cloud Infrastructure & Migration,Corporate
Konsultasi IT roadmap 5 tahun dan digital transformation strategy untuk perusahaan multinasional Tbk.,IT Strategy Consulting,Corporate
"Halo, konsultasi IT roadmap 5 tahun dan digital transformation strategy untuk bisnis multinasional Tbk.",IT Strategy Consulting,Corporate
"Mohon info, konsultasi IT roadmap 5 tahun dan digital transformation strategy untuk usaha multinasional Tbk.",IT Strategy Consulting,Corporate
Butuh bantuan untuk konsultasi IT roadmap 5 tahun dan digital transformation strategy untuk usaha multinasional Tbk.,IT Strategy Consulting,Corporate
Apakah bisa konsultasi IT roadmap 5 tahun dan digital transformation strategy utk kantor multinasional Tbk.,IT Strategy Consulting,Corporate
Pengembangan aplikasi microservices berkinerja tinggi untuk memproses 1 juta transaksi harian korporasi.,Custom Software Development,Corporate
Pengembangan app microservices berkinerja tinggi untuk memproses 1 juta transaksi harian korporasi.,Custom Software Development,Corporate
Kami ingin pengembangan sistem microservices berkinerja tinggi untuk memproses 1 juta transaksi harian korporasi.,Custom Software Development,Corporate
Apakah bisa pengembangan platform microservices berkinerja tinggi untuk memproses 1 juta transaksi harian korporasi.,Custom Software Development,Corporate
Butuh bantuan untuk pengembangan app microservices berkinerja tinggi untuk memproses 1 juta transaksi harian korporasi.,Custom Software Development,Corporate
Kami ingin melakukan perombakan total (revamp) sistem HRIS dan payroll untuk holding company.,Custom Software Development,Corporate
Butuh bantuan untuk perusahaan kami mau melakukan perombakan total (revamp) sistem HRIS dan payroll untuk holding company.,Custom Software Development,Corporate
instansi kami bermaksud melakukan perombakan total (revamp) sistem HRIS dan payroll untuk holding company.,Custom Software Development,Corporate
"Halo, kita bermaksud melakukan perombakan total (revamp) sistem HRIS dan payroll untuk holding company.",Custom Software Development,Corporate
instansi kami butuh melakukan perombakan total (revamp) sistem HRIS dan payroll untuk holding company.,Custom Software Development,Corporate
Permintaan tender proyek pengadaan dan maintenance infrastruktur jaringan enterprise skala nasional.,Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk permintaan tender proyek pengadaan dan maintenance infrastruktur jaringan enterprise skala nasional.,Cloud Infrastructure & Migration,Corporate
"Halo, permintaan tender proyek pengadaan dan maintenance infrastruktur jaringan enterprise skala nasional.",Cloud Infrastructure & Migration,Corporate
Audit kepatuhan regulasi keamanan informasi perusahaan keuangan dan perbankan sebelum evaluasi OJK.,Cybersecurity Audit,Corporate
"Mohon info, audit kepatuhan regulasi keamanan informasi kantor keuangan dan perbankan sebelum evaluasi OJK.",Cybersecurity Audit,Corporate
Audit kepatuhan regulasi keamanan informasi kantor keuangan dan perbankan sebelum evaluasi OJK.,Cybersecurity Audit,Corporate
Apakah bisa audit kepatuhan regulasi keamanan informasi bisnis keuangan dn perbankan sebelum evaluasi OJK.,Cybersecurity Audit,Corporate
"Mohon info, audit kepatuhan regulasi keamanan informasi institusi keuangan dan perbankan sebelum evaluasi OJK.",Cybersecurity Audit,Corporate
Implementasi Enterprise Resource Planning untuk otomatisasi supply chain dan logistik pabrik manufaktur.,Custom Software Development,Corporate
Butuh bantuan untuk implementasi Enterprise Resource Planning untuk otomatisasi supply chain & logistik pabrik manufaktur.,Custom Software Development,Corporate
Implementasi Enterprise Resource Planning buat otomatisasi supply chain dan logistik pabrik manufaktur.,Custom Software Development,Corporate
Implementasi Enterprise Resource Planning untuk otomatisasi supply chain & logistik pabrik manufaktur.,Custom Software Development,Corporate
Kami memerlukan tim dedikasi (dedicated engineering team) sebanyak 20 developer untuk proyek jangka panjang korporat.,Custom Software Development,Corporate
Butuh bantuan untuk perusahaan kami memerlukan tim dedikasi (dedicated engineering team) sebanyak 20 developer untuk proyek jangka panjang korporat.,Custom Software Development,Corporate
instansi kami memerlukan tim dedikasi (dedicated engineering team) sebanyak 20 developer utk proyek jangka panjang korporat.,Custom Software Development,Corporate
Apakah bisa kita memerlukan tim dedikasi (dedicated engineering team) sebanyak 20 developer untuk proyek jangka panjang korporat.,Custom Software Development,Corporate
"Halo, saya memerlukan tim dedikasi (dedicated engineering team) sebanyak 20 developer untuk proyek jangka panjang korporat.",Custom Software Development,Corporate
Perusahaan ingin menerapkan arsitektur cloud native dan Kubernetes untuk scaling otomatis layanan e-commerce.,Cloud Infrastructure & Migration,Corporate
institusi mau menerapkan arsitektur cloud native dan Kubernetes untuk scaling otomatis layanan e-commerce.,Cloud Infrastructure & Migration,Corporate
Kami ingin perusahaan bermaksud menerapkan arsitektur cloud native dan Kubernetes untuk scaling otomatis layanan e-commerce.,Cloud Infrastructure & Migration,Corporate
perusahaan bermaksud menerapkan arsitektur cloud native dan Kubernetes untuk scaling otomatis layanan e-commerce.,Cloud Infrastructure & Migration,Corporate
"Mohon info, bisnis ingin menerapkan arsitektur cloud native dan Kubernetes untuk scaling otomatis layanan e-commerce.",Cloud Infrastructure & Migration,Corporate
Analisis ROI dan feasibilitas teknologi sebelum adopsi sistem AI dan Big Data di lingkungan korporat.,IT Strategy Consulting,Corporate
Kami ingin analisis ROI dan feasibilitas teknologi sebelum adopsi sistem AI dan Big Data di lingkungan korporat.,IT Strategy Consulting,Corporate
Apakah bisa analisis ROI dan feasibilitas teknologi sebelum adopsi sistem AI dan Big Data di lingkungan korporat.,IT Strategy Consulting,Corporate
"Halo, analisis ROI dan feasibilitas teknologi sebelum adopsi sistem AI dan Big Data di lingkungan korporat.",IT Strategy Consulting,Corporate
Pengembangan portal kemitraan B2B terintegrasi dengan API gateway dan standar keamanan OAuth2 enterprise.,Custom Software Development,Corporate
"Mohon info, pengembangan portal kemitraan B2B terintegrasi pake API gateway dan standar keamanan OAuth2 enterprise.",Custom Software Development,Corporate
Butuh bantuan untuk pengembangan portal kemitraan B2B terintegrasi dengan API gateway dan standar keamanan OAuth2 enterprise.,Custom Software Development,Corporate
Assessment kesiapan Disaster Recovery Plan (DRP) dan Business Continuity Management (BCM) korporasi.,Cybersecurity Audit,Corporate
"Mohon info, assessment kesiapan Disaster Recovery Plan (DRP) dan Business Continuity Management (BCM) korporasi.",Cybersecurity Audit,Corporate
"Halo, assessment kesiapan Disaster Recovery Plan (DRP) & Business Continuity Management (BCM) korporasi.",Cybersecurity Audit,Corporate
"Halo, assessment kesiapan Disaster Recovery Plan (DRP) dan Business Continuity Management (BCM) korporasi.",Cybersecurity Audit,Corporate
Butuh bantuan untuk assessment kesiapan Disaster Recovery Plan (DRP) dan Business Continuity Management (BCM) korporasi.,Cybersecurity Audit,Corporate
Integrasi sistem CRM Salesforce dengan database internal perusahaan ritel dengan 200 outlet.,Custom Software Development,Corporate
Integrasi sistem CRM Salesforce pake database internal kantor ritel pake 200 outlet.,Custom Software Development,Corporate
Integrasi sistem CRM Salesforce pakai database internal usaha ritel pakai 200 outlet.,Custom Software Development,Corporate
"Halo, integrasi sistem CRM Salesforce dengan database internal perusahaan ritel dengan 200 outlet.",Custom Software Development,Corporate
Integrasi sistem CRM Salesforce dengan database internal institusi ritel dengan 200 outlet.,Custom Software Development,Corporate
Implementasi solusi SIEM (Security Information and Event Management) 24/7 untuk SOC perusahaan.,Cybersecurity Audit,Corporate
Implementasi solusi SIEM (Security Information and Event Management) 24/7 untuk SOC bisnis.,Cybersecurity Audit,Corporate
Implementasi solusi SIEM (Security Information and Event Management) 24/7 untuk SOC institusi.,Cybersecurity Audit,Corporate
"Halo, implementasi solusi SIEM (Security Information and Event Management) 24/7 buat SOC perusahaan.",Cybersecurity Audit,Corporate
Konsultasi re-engineering proses bisnis operasional pertambangan menggunakan IoT dan automasi cloud.,IT Strategy Consulting,Corporate
"Mohon info, konsultasi re-engineering proses bisnis operasional pertambangan menggunakan IoT dan automasi cloud.",IT Strategy Consulting,Corporate
Apakah bisa konsultasi re-engineering proses bisnis operasional pertambangan menggunakan IoT dan automasi cloud.,IT Strategy Consulting,Corporate
Kami dari grup konglomerasi ingin mengundang tim Sagara untuk presentasi solusi enterprise digital portal.,IT Strategy Consulting,Corporate
Apakah bisa instansi kami dari grup konglomerasi bermaksud mengundang tim Sagara untuk presentasi solusi enterprise digital portal.,IT Strategy Consulting,Corporate
"Mohon info, kita dari grup konglomerasi ingin mengundang tim Sagara buat presentasi solusi enterprise digital portal.",IT Strategy Consulting,Corporate
kami dari grup konglomerasi mau mengundang tim Sagara untuk presentasi solusi enterprise digital portal.,IT Strategy Consulting,Corporate
Apakah bisa saya dari grup konglomerasi butuh mengundang tim Sagara untuk presentasi solusi enterprise digital portal.,IT Strategy Consulting,Corporate
Pengembangan sistem manajemen aset korporat terpusat berstandar internasional dengan audit trail.,Custom Software Development,Corporate
Kami ingin pengembangan sistem manajemen aset korporat terpusat berstandar internasional dengan audit trail.,Custom Software Development,Corporate
Butuh bantuan untuk pengembangan sistem manajemen aset korporat terpusat berstandar internasional dengan audit trail.,Custom Software Development,Corporate
Migrasi database terdistribusi antar benua untuk mendukung ekspansi pasar global perusahaan kami.,Cloud Infrastructure & Migration,Corporate
Migrasi database terdistribusi antar benua untuk mendukung ekspansi pasar global bisnis instansi kami.,Cloud Infrastructure & Migration,Corporate
Migrasi database terdistribusi antar benua utk mendukung ekspansi pasar global usaha kami.,Cloud Infrastructure & Migration,Corporate
Butuh bantuan untuk migrasi database terdistribusi antar benua untuk mendukung ekspansi pasar global bisnis perusahaan kami.,Cloud Infrastructure & Migration,Corporate
Migrasi database terdistribusi antar benua untuk mendukung ekspansi pasar global usaha saya.,Cloud Infrastructure & Migration,Corporate
Evaluasi kerentanan aplikasi web dan mobile korporat melalui red teaming dan blue teaming simulation.,Cybersecurity Audit,Corporate
"Mohon info, evaluasi kerentanan software web dan mobile korporat melalui red teaming dan blue teaming simulation.",Cybersecurity Audit,Corporate
"Halo, evaluasi kerentanan software web dan mobile korporat melalui red teaming dan blue teaming simulation.",Cybersecurity Audit,Corporate
"Halo, evaluasi kerentanan sistem web & mobile korporat melalui red teaming & blue teaming simulation.",Cybersecurity Audit,Corporate
Evaluasi kerentanan sistem web dn mobile korporat melalui red teaming dn blue teaming simulation.,Cybersecurity Audit,Corporate
Konsultasi arsitektur Enterprise Architecture (TOGAF) untuk penyelarasan strategi IT dan bisnis korporat.,IT Strategy Consulting,Corporate
Butuh bantuan untuk konsultasi arsitektur Enterprise Architecture (TOGAF) buat penyelarasan strategi IT dan bisnis korporat.,IT Strategy Consulting,Corporate
Konsultasi arsitektur Enterprise Architecture (TOGAF) buat penyelarasan strategi IT dan bisnis korporat.,IT Strategy Consulting,Corporate
Apakah bisa konsultasi arsitektur Enterprise Architecture (TOGAF) untuk penyelarasan strategi IT dan bisnis korporat.,IT Strategy Consulting,Corporate
Pembangunan platform analitik data dashboard eksekutif untuk board of directors perusahaan Tbk.,Custom Software Development,Corporate
"Mohon info, pembangunan platform analitik data dashboard eksekutif untuk board of directors kantor Tbk.",Custom Software Development,Corporate
Kami ingin pembangunan platform analitik data dashboard eksekutif untuk board of directors usaha Tbk.,Custom Software Development,Corporate
